"href","question","completation_rate","level"
"https://leetcode.com/problems/find-students-who-improved","3421. Find Students Who Improved","47.8%","Med."
"https://leetcode.com/problems/minimum-operations-to-make-subarray-elements-equal","3422. Minimum Operations to Make Subarray Elements Equal","46.7%","Med."
"https://leetcode.com/problems/maximum-difference-between-adjacent-elements-in-a-circular-array","3423. Maximum Difference Between Adjacent Elements in a Circular Array","75.7%","Easy"
"https://leetcode.com/problems/minimum-cost-to-make-arrays-identical","3424. Minimum Cost to Make Arrays Identical","37.5%","Med."
"https://leetcode.com/problems/longest-special-path","3425. Longest Special Path","22.0%","Hard"
"https://leetcode.com/problems/manhattan-distances-of-all-arrangements-of-pieces","3426. Manhattan Distances of All Arrangements of Pieces","34.7%","Hard"
"https://leetcode.com/problems/sum-of-variable-length-subarrays","3427. Sum of Variable Length Subarrays","85.5%","Easy"
"https://leetcode.com/problems/maximum-and-minimum-sums-of-at-most-size-k-subsequences","3428. Maximum and Minimum Sums of at Most Size K Subsequences","21.3%","Med."
"https://leetcode.com/problems/paint-house-iv","3429. Paint House IV","44.8%","Med."
"https://leetcode.com/problems/maximum-and-minimum-sums-of-at-most-size-k-subarrays","3430. Maximum and Minimum Sums of at Most Size K Subarrays","24.4%","Hard"
"https://leetcode.com/problems/minimum-unlocked-indices-to-sort-nums","3431. Minimum Unlocked Indices to Sort Nums","59.8%","Med."
"https://leetcode.com/problems/count-partitions-with-even-sum-difference","3432. Count Partitions with Even Sum Difference","85.1%","Easy"
"https://leetcode.com/problems/count-mentions-per-user","3433. Count Mentions Per User","50.8%","Med."
"https://leetcode.com/problems/maximum-frequency-after-subarray-operation","3434. Maximum Frequency After Subarray Operation","30.4%","Med."
"https://leetcode.com/problems/frequencies-of-shortest-supersequences","3435. Frequencies of Shortest Supersequences","21.6%","Hard"
"https://leetcode.com/problems/find-valid-emails","3436. Find Valid Emails","45.2%","Easy"
"https://leetcode.com/problems/permutations-iii","3437. Permutations III","87.1%","Med."
"https://leetcode.com/problems/find-valid-pair-of-adjacent-digits-in-string","3438. Find Valid Pair of Adjacent Digits in String","60.3%","Easy"
"https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-i","3439. Reschedule Meetings for Maximum Free Time I","53.9%","Med."
"https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-ii","3440. Reschedule Meetings for Maximum Free Time II","60.4%","Med."
"https://leetcode.com/problems/minimum-cost-good-caption","3441. Minimum Cost Good Caption","20.3%","Hard"
"https://leetcode.com/problems/maximum-difference-between-even-and-odd-frequency-i","3442. Maximum Difference Between Even and Odd Frequency I","60.8%","Easy"
"https://leetcode.com/problems/maximum-manhattan-distance-after-k-changes","3443. Maximum Manhattan Distance After K Changes","54.1%","Med."
"https://leetcode.com/problems/minimum-increments-for-target-multiples-in-an-array","3444. Minimum Increments for Target Multiples in an Array","26.9%","Hard"
"https://leetcode.com/problems/maximum-difference-between-even-and-odd-frequency-ii","3445. Maximum Difference Between Even and Odd Frequency II","48.7%","Hard"
"https://leetcode.com/problems/sort-matrix-by-diagonals","3446. Sort Matrix by Diagonals","84.7%","Med."
"https://leetcode.com/problems/assign-elements-to-groups-with-constraints","3447. Assign Elements to Groups with Constraints","26.6%","Med."
"https://leetcode.com/problems/count-substrings-divisible-by-last-digit","3448. Count Substrings Divisible By Last Digit","22.6%","Hard"
"https://leetcode.com/problems/maximize-the-minimum-game-score","3449. Maximize the Minimum Game Score","25.7%","Hard"
"https://leetcode.com/problems/maximum-students-on-a-single-bench","3450. Maximum Students on a Single Bench","87.5%","Easy"
"https://leetcode.com/problems/find-invalid-ip-addresses","3451. Find Invalid IP Addresses","52.9%","Hard"
"https://leetcode.com/problems/sum-of-good-numbers","3452. Sum of Good Numbers","69.4%","Easy"
"https://leetcode.com/problems/separate-squares-i","3453. Separate Squares I","39.6%","Med."
"https://leetcode.com/problems/separate-squares-ii","3454. Separate Squares II","23.3%","Hard"
"https://leetcode.com/problems/shortest-matching-substring","3455. Shortest Matching Substring","23.4%","Hard"
"https://leetcode.com/problems/find-special-substring-of-length-k","3456. Find Special Substring of Length K","35.1%","Easy"
"https://leetcode.com/problems/eat-pizzas","3457. Eat Pizzas!","32.9%","Med."
"https://leetcode.com/problems/select-k-disjoint-special-substrings","3458. Select K Disjoint Special Substrings","18.8%","Med."
"https://leetcode.com/problems/length-of-longest-v-shaped-diagonal-segment","3459. Length of Longest V-Shaped Diagonal Segment","56.5%","Hard"
"https://leetcode.com/problems/longest-common-prefix-after-at-most-one-removal","3460. Longest Common Prefix After at Most One Removal","68.1%","Med."
"https://leetcode.com/problems/check-if-digits-are-equal-in-string-after-operations-i","3461. Check If Digits Are Equal in String After Operations I","82.5%","Easy"
"https://leetcode.com/problems/maximum-sum-with-at-most-k-elements","3462. Maximum Sum With at Most K Elements","60.4%","Med."
"https://leetcode.com/problems/check-if-digits-are-equal-in-string-after-operations-ii","3463. Check If Digits Are Equal in String After Operations II","14.1%","Hard"
"https://leetcode.com/problems/maximize-the-distance-between-points-on-a-square","3464. Maximize the Distance Between Points on a Square","23.3%","Hard"
"https://leetcode.com/problems/find-products-with-valid-serial-numbers","3465. Find Products with Valid Serial Numbers","33.4%","Easy"
"https://leetcode.com/problems/maximum-coin-collection","3466. Maximum Coin Collection","52.6%","Med."
"https://leetcode.com/problems/transform-array-by-parity","3467. Transform Array by Parity","89.6%","Easy"
"https://leetcode.com/problems/find-the-number-of-copy-arrays","3468. Find the Number of Copy Arrays","46.6%","Med."
"https://leetcode.com/problems/find-minimum-cost-to-remove-array-elements","3469. Find Minimum Cost to Remove Array Elements","21.1%","Med."
"https://leetcode.com/problems/permutations-iv","3470. Permutations IV","33.5%","Hard"
"https://leetcode.com/problems/find-the-largest-almost-missing-integer","3471. Find the Largest Almost Missing Integer","37.0%","Easy"
"https://leetcode.com/problems/longest-palindromic-subsequence-after-at-most-k-operations","3472. Longest Palindromic Subsequence After at Most K Operations","37.2%","Med."
"https://leetcode.com/problems/sum-of-k-subarrays-with-length-at-least-m","3473. Sum of K Subarrays With Length at Least M","25.7%","Med."
"https://leetcode.com/problems/lexicographically-smallest-generated-string","3474. Lexicographically Smallest Generated String","31.3%","Hard"
"https://leetcode.com/problems/dna-pattern-recognition","3475. DNA Pattern Recognition","85.4%","Med."
"https://leetcode.com/problems/maximize-profit-from-task-assignment","3476. Maximize Profit from Task Assignment","65.7%","Med."
"https://leetcode.com/problems/fruits-into-baskets-ii","3477. Fruits Into Baskets II","70.2%","Easy"
"https://leetcode.com/problems/choose-k-elements-with-maximum-sum","3478. Choose K Elements With Maximum Sum","32.8%","Med."
"https://leetcode.com/problems/fruits-into-baskets-iii","3479. Fruits Into Baskets III","38.9%","Med."
"https://leetcode.com/problems/maximize-subarrays-after-removing-one-conflicting-pair","3480. Maximize Subarrays After Removing One Conflicting Pair","64.7%","Hard"
"https://leetcode.com/problems/apply-substitutions","3481. Apply Substitutions","77.4%","Med."
"https://leetcode.com/problems/analyze-organization-hierarchy","3482. Analyze Organization Hierarchy","59.7%","Hard"
"https://leetcode.com/problems/unique-3-digit-even-numbers","3483. Unique 3-Digit Even Numbers","68.7%","Easy"
"https://leetcode.com/problems/design-spreadsheet","3484. Design Spreadsheet","74.5%","Med."
"https://leetcode.com/problems/longest-common-prefix-of-k-strings-after-removal","3485. Longest Common Prefix of K Strings After Removal","23.5%","Hard"
"https://leetcode.com/problems/longest-special-path-ii","3486. Longest Special Path II","18.0%","Hard"
"https://leetcode.com/problems/maximum-unique-subarray-sum-after-deletion","3487. Maximum Unique Subarray Sum After Deletion","40.4%","Easy"
"https://leetcode.com/problems/closest-equal-element-queries","3488. Closest Equal Element Queries","32.4%","Med."
"https://leetcode.com/problems/zero-array-transformation-iv","3489. Zero Array Transformation IV","30.7%","Med."
"https://leetcode.com/problems/count-beautiful-numbers","3490. Count Beautiful Numbers","23.0%","Hard"
"https://leetcode.com/problems/phone-number-prefix","3491. Phone Number Prefix","70.8%","Easy"
"https://leetcode.com/problems/maximum-containers-on-a-ship","3492. Maximum Containers on a Ship","75.1%","Easy"
"https://leetcode.com/problems/properties-graph","3493. Properties Graph","48.1%","Med."
"https://leetcode.com/problems/find-the-minimum-amount-of-time-to-brew-potions","3494. Find the Minimum Amount of Time to Brew Potions","62.7%","Med."
"https://leetcode.com/problems/minimum-operations-to-make-array-elements-zero","3495. Minimum Operations to Make Array Elements Zero","60.4%","Hard"
"https://leetcode.com/problems/maximize-score-after-pair-deletions","3496. Maximize Score After Pair Deletions","52.9%","Med."
"https://leetcode.com/problems/analyze-subscription-conversion","3497. Analyze Subscription Conversion","74.6%","Med."
"https://leetcode.com/problems/reverse-degree-of-a-string","3498. Reverse Degree of a String","88.4%","Easy"
"https://leetcode.com/problems/maximize-active-section-with-trade-i","3499. Maximize Active Section with Trade I","31.0%","Med."
"https://leetcode.com/problems/minimum-cost-to-divide-array-into-subarrays","3500. Minimum Cost to Divide Array Into Subarrays","27.2%","Hard"
"https://leetcode.com/problems/maximize-active-section-with-trade-ii","3501. Maximize Active Section with Trade II","20.1%","Hard"
"https://leetcode.com/problems/minimum-cost-to-reach-every-position","3502. Minimum Cost to Reach Every Position","83.0%","Easy"
"https://leetcode.com/problems/longest-palindrome-after-substring-concatenation-i","3503. Longest Palindrome After Substring Concatenation I","43.5%","Med."
"https://leetcode.com/problems/longest-palindrome-after-substring-concatenation-ii","3504. Longest Palindrome After Substring Concatenation II","17.3%","Hard"
"https://leetcode.com/problems/minimum-operations-to-make-elements-within-k-subarrays-equal","3505. Minimum Operations to Make Elements Within K Subarrays Equal","26.9%","Hard"
"https://leetcode.com/problems/find-time-required-to-eliminate-bacterial-strains","3506. Find Time Required to Eliminate Bacterial Strains","62.0%","Hard"
"https://leetcode.com/problems/minimum-pair-removal-to-sort-array-i","3507. Minimum Pair Removal to Sort Array I","55.5%","Easy"
"https://leetcode.com/problems/implement-router","3508. Implement Router","39.3%","Med."
"https://leetcode.com/problems/maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k","3509. Maximum Product of Subsequences With an Alternating Sum Equal to K","12.7%","Hard"
"https://leetcode.com/problems/minimum-pair-removal-to-sort-array-ii","3510. Minimum Pair Removal to Sort Array II","15.0%","Hard"
"https://leetcode.com/problems/make-a-positive-array","3511. Make a Positive Array","35.4%","Med."
"https://leetcode.com/problems/minimum-operations-to-make-array-sum-divisible-by-k","3512. Minimum Operations to Make Array Sum Divisible by K","92.6%","Easy"
"https://leetcode.com/problems/number-of-unique-xor-triplets-i","3513. Number of Unique XOR Triplets I","26.2%","Med."
"https://leetcode.com/problems/number-of-unique-xor-triplets-ii","3514. Number of Unique XOR Triplets II","32.1%","Med."
"https://leetcode.com/problems/shortest-path-in-a-weighted-tree","3515. Shortest Path in a Weighted Tree","41.9%","Hard"
"https://leetcode.com/problems/find-closest-person","3516. Find Closest Person","89.0%","Easy"
"https://leetcode.com/problems/smallest-palindromic-rearrangement-i","3517. Smallest Palindromic Rearrangement I","63.4%","Med."
"https://leetcode.com/problems/smallest-palindromic-rearrangement-ii","3518. Smallest Palindromic Rearrangement II","14.0%","Hard"
"https://leetcode.com/problems/count-numbers-with-non-decreasing-digits","3519. Count Numbers with Non-Decreasing Digits","38.2%","Hard"
"https://leetcode.com/problems/minimum-threshold-for-inversion-pairs-count","3520. Minimum Threshold for Inversion Pairs Count","55.5%","Med."
"https://leetcode.com/problems/find-product-recommendation-pairs","3521. Find Product Recommendation Pairs","61.8%","Med."
"https://leetcode.com/problems/calculate-score-after-performing-instructions","3522. Calculate Score After Performing Instructions","56.7%","Med."
"https://leetcode.com/problems/make-array-non-decreasing","3523. Make Array Non-decreasing","56.4%","Med."
"https://leetcode.com/problems/find-x-value-of-array-i","3524. Find X Value of Array I","37.0%","Med."
"https://leetcode.com/problems/find-x-value-of-array-ii","3525. Find X Value of Array II","30.1%","Hard"
"https://leetcode.com/problems/range-xor-queries-with-subarray-reversals","3526. Range XOR Queries with Subarray Reversals","63.5%","Hard"
"https://leetcode.com/problems/find-the-most-common-response","3527. Find the Most Common Response","74.9%","Med."
"https://leetcode.com/problems/unit-conversion-i","3528. Unit Conversion I","54.6%","Med."
"https://leetcode.com/problems/count-cells-in-overlapping-horizontal-and-vertical-substrings","3529. Count Cells in Overlapping Horizontal and Vertical Substrings","26.6%","Med."
"https://leetcode.com/problems/maximum-profit-from-valid-topological-order-in-dag","3530. Maximum Profit from Valid Topological Order in DAG","29.5%","Hard"
"https://leetcode.com/problems/count-covered-buildings","3531. Count Covered Buildings","58.7%","Med."
"https://leetcode.com/problems/path-existence-queries-in-a-graph-i","3532. Path Existence Queries in a Graph I","55.2%","Med."
"https://leetcode.com/problems/concatenated-divisibility","3533. Concatenated Divisibility","30.4%","Hard"
"https://leetcode.com/problems/path-existence-queries-in-a-graph-ii","3534. Path Existence Queries in a Graph II","25.8%","Hard"
"https://leetcode.com/problems/unit-conversion-ii","3535. Unit Conversion II","71.1%","Med."
"https://leetcode.com/problems/maximum-product-of-two-digits","3536. Maximum Product of Two Digits","69.4%","Easy"
"https://leetcode.com/problems/fill-a-special-grid","3537. Fill a Special Grid","70.5%","Med."
"https://leetcode.com/problems/merge-operations-for-minimum-travel-time","3538. Merge Operations for Minimum Travel Time","30.4%","Hard"
"https://leetcode.com/problems/find-sum-of-array-product-of-magical-sequences","3539. Find Sum of Array Product of Magical Sequences","62.1%","Hard"
"https://leetcode.com/problems/minimum-time-to-visit-all-houses","3540. Minimum Time to Visit All Houses","69.2%","Med."
"https://leetcode.com/problems/find-most-frequent-vowel-and-consonant","3541. Find Most Frequent Vowel and Consonant","89.6%","Easy"
"https://leetcode.com/problems/minimum-operations-to-convert-all-elements-to-zero","3542. Minimum Operations to Convert All Elements to Zero","52.9%","Med."
"https://leetcode.com/problems/maximum-weighted-k-edge-path","3543. Maximum Weighted K-Edge Path","19.7%","Med."
"https://leetcode.com/problems/subtree-inversion-sum","3544. Subtree Inversion Sum","44.5%","Hard"
"https://leetcode.com/problems/minimum-deletions-for-at-most-k-distinct-characters","3545. Minimum Deletions for At Most K Distinct Characters","72.9%","Easy"
"https://leetcode.com/problems/equal-sum-grid-partition-i","3546. Equal Sum Grid Partition I","42.2%","Med."
"https://leetcode.com/problems/maximum-sum-of-edge-values-in-a-graph","3547. Maximum Sum of Edge Values in a Graph","35.3%","Hard"
"https://leetcode.com/problems/equal-sum-grid-partition-ii","3548. Equal Sum Grid Partition II","21.6%","Hard"
"https://leetcode.com/problems/multiply-two-polynomials","3549. Multiply Two Polynomials","63.3%","Hard"
"https://leetcode.com/problems/smallest-index-with-digit-sum-equal-to-index","3550. Smallest Index With Digit Sum Equal to Index","80.1%","Easy"
"https://leetcode.com/problems/minimum-swaps-to-sort-by-digit-sum","3551. Minimum Swaps to Sort by Digit Sum","50.3%","Med."
"https://leetcode.com/problems/grid-teleportation-traversal","3552. Grid Teleportation Traversal","22.9%","Med."
"https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths-ii","3553. Minimum Weighted Subgraph With the Required Paths II","49.4%","Hard"
"https://leetcode.com/problems/find-category-recommendation-pairs","3554. Find Category Recommendation Pairs","63.6%","Hard"
"https://leetcode.com/problems/smallest-subarray-to-sort-in-every-sliding-window","3555. Smallest Subarray to Sort in Every Sliding Window","59.7%","Med."
"https://leetcode.com/problems/sum-of-largest-prime-substrings","3556. Sum of Largest Prime Substrings","37.6%","Med."
"https://leetcode.com/problems/find-maximum-number-of-non-intersecting-substrings","3557. Find Maximum Number of Non Intersecting Substrings","30.1%","Med."
"https://leetcode.com/problems/number-of-ways-to-assign-edge-weights-i","3558. Number of Ways to Assign Edge Weights I","53.3%","Med."
"https://leetcode.com/problems/number-of-ways-to-assign-edge-weights-ii","3559. Number of Ways to Assign Edge Weights II","59.7%","Hard"
"https://leetcode.com/problems/find-minimum-log-transportation-cost","3560. Find Minimum Log Transportation Cost","42.0%","Easy"
"https://leetcode.com/problems/resulting-string-after-adjacent-removals","3561. Resulting String After Adjacent Removals","56.3%","Med."
"https://leetcode.com/problems/maximum-profit-from-trading-stocks-with-discounts","3562. Maximum Profit from Trading Stocks with Discounts","57.0%","Hard"
"https://leetcode.com/problems/lexicographically-smallest-string-after-adjacent-removals","3563. Lexicographically Smallest String After Adjacent Removals","16.8%","Hard"
"https://leetcode.com/problems/seasonal-sales-analysis","3564. Seasonal Sales Analysis","61.4%","Med."
"https://leetcode.com/problems/sequential-grid-path-cover","3565. Sequential Grid Path Cover","60.2%","Med."
"https://leetcode.com/problems/partition-array-into-two-equal-product-subsets","3566. Partition Array into Two Equal Product Subsets","35.1%","Med."
"https://leetcode.com/problems/minimum-absolute-difference-in-sliding-submatrix","3567. Minimum Absolute Difference in Sliding Submatrix","68.8%","Med."
"https://leetcode.com/problems/minimum-moves-to-clean-the-classroom","3568. Minimum Moves to Clean the Classroom","26.3%","Med."
"https://leetcode.com/problems/maximize-count-of-distinct-primes-after-split","3569. Maximize Count of Distinct Primes After Split","17.7%","Hard"
"https://leetcode.com/problems/find-books-with-no-available-copies","3570. Find Books with No Available Copies","53.4%","Easy"
"https://leetcode.com/problems/find-the-shortest-superstring-ii","3571. Find the Shortest Superstring II","50.0%","Easy"
"https://leetcode.com/problems/maximize-ysum-by-picking-a-triplet-of-distinct-xvalues","3572. Maximize Y‑Sum by Picking a Triplet of Distinct X‑Values","63.0%","Med."
"https://leetcode.com/problems/best-time-to-buy-and-sell-stock-v","3573. Best Time to Buy and Sell Stock V","61.0%","Med."
"https://leetcode.com/problems/maximize-subarray-gcd-score","3574. Maximize Subarray GCD Score","24.2%","Hard"
"https://leetcode.com/problems/maximum-good-subtree-score","3575. Maximum Good Subtree Score","45.0%","Hard"
"https://leetcode.com/problems/transform-array-to-all-equal-elements","3576. Transform Array to All Equal Elements","32.9%","Med."
"https://leetcode.com/problems/count-the-number-of-computer-unlocking-permutations","3577. Count the Number of Computer Unlocking Permutations","59.0%","Med."
"https://leetcode.com/problems/count-partitions-with-max-min-difference-at-most-k","3578. Count Partitions With Max-Min Difference at Most K","59.2%","Med."
"https://leetcode.com/problems/minimum-steps-to-convert-string-with-operations","3579. Minimum Steps to Convert String with Operations","42.3%","Hard"
"https://leetcode.com/problems/find-consistently-improving-employees","3580. Find Consistently Improving Employees","56.3%","Med."
"https://leetcode.com/problems/count-odd-letters-from-number","3581. Count Odd Letters from Number","85.3%","Easy"
"https://leetcode.com/problems/generate-tag-for-video-caption","3582. Generate Tag for Video Caption","32.2%","Easy"
"https://leetcode.com/problems/count-special-triplets","3583. Count Special Triplets","47.1%","Med."
"https://leetcode.com/problems/maximum-product-of-first-and-last-elements-of-a-subsequence","3584. Maximum Product of First and Last Elements of a Subsequence","31.0%","Med."
"https://leetcode.com/problems/find-weighted-median-node-in-tree","3585. Find Weighted Median Node in Tree","25.8%","Hard"
"https://leetcode.com/problems/find-covid-recovery-patients","3586. Find COVID Recovery Patients","41.1%","Med."
"https://leetcode.com/problems/minimum-adjacent-swaps-to-alternate-parity","3587. Minimum Adjacent Swaps to Alternate Parity","42.1%","Med."
"https://leetcode.com/problems/find-maximum-area-of-a-triangle","3588. Find Maximum Area of a Triangle","28.6%","Med."
"https://leetcode.com/problems/count-prime-gap-balanced-subarrays","3589. Count Prime-Gap Balanced Subarrays","21.7%","Med."
"https://leetcode.com/problems/kth-smallest-path-xor-sum","3590. Kth Smallest Path XOR Sum","28.3%","Hard"
"https://leetcode.com/problems/check-if-any-element-has-prime-frequency","3591. Check if Any Element Has Prime Frequency","62.4%","Easy"
"https://leetcode.com/problems/inverse-coin-change","3592. Inverse Coin Change","51.2%","Med."
"https://leetcode.com/problems/minimum-increments-to-equalize-leaf-paths","3593. Minimum Increments to Equalize Leaf Paths","41.1%","Med."
"https://leetcode.com/problems/minimum-time-to-transport-all-individuals","3594. Minimum Time to Transport All Individuals","27.5%","Hard"
"https://leetcode.com/problems/once-twice","3595. Once Twice","77.4%","Med."
"https://leetcode.com/problems/minimum-cost-path-with-alternating-directions-i","3596. Minimum Cost Path with Alternating Directions I","71.0%","Med."
"https://leetcode.com/problems/partition-string","3597. Partition String","58.4%","Med."
"https://leetcode.com/problems/longest-common-prefix-between-adjacent-strings-after-removals","3598. Longest Common Prefix Between Adjacent Strings After Removals","32.1%","Med."
"https://leetcode.com/problems/partition-array-to-minimize-xor","3599. Partition Array to Minimize XOR","40.8%","Med."
"https://leetcode.com/problems/maximize-spanning-tree-stability-with-upgrades","3600. Maximize Spanning Tree Stability with Upgrades","39.3%","Hard"
"https://leetcode.com/problems/find-drivers-with-improved-fuel-efficiency","3601. Find Drivers with Improved Fuel Efficiency","47.6%","Med."
"https://leetcode.com/problems/hexadecimal-and-hexatrigesimal-conversion","3602. Hexadecimal and Hexatrigesimal Conversion","80.5%","Easy"
"https://leetcode.com/problems/minimum-cost-path-with-alternating-directions-ii","3603. Minimum Cost Path with Alternating Directions II","44.4%","Med."
"https://leetcode.com/problems/minimum-time-to-reach-destination-in-directed-graph","3604. Minimum Time to Reach Destination in Directed Graph","45.4%","Med."
"https://leetcode.com/problems/minimum-stability-factor-of-array","3605. Minimum Stability Factor of Array","19.9%","Hard"
"https://leetcode.com/problems/coupon-code-validator","3606. Coupon Code Validator","65.2%","Easy"
"https://leetcode.com/problems/power-grid-maintenance","3607. Power Grid Maintenance","56.5%","Med."
"https://leetcode.com/problems/minimum-time-for-k-connected-components","3608. Minimum Time for K Connected Components","45.1%","Med."
"https://leetcode.com/problems/minimum-moves-to-reach-target-in-grid","3609. Minimum Moves to Reach Target in Grid","14.6%","Hard"
"https://leetcode.com/problems/minimum-number-of-primes-to-sum-to-target","3610. Minimum Number of Primes to Sum to Target","59.6%","Med."
"https://leetcode.com/problems/find-overbooked-employees","3611. Find Overbooked Employees","44.5%","Med."
"https://leetcode.com/problems/process-string-with-special-operations-i","3612. Process String with Special Operations I","64.9%","Med."
"https://leetcode.com/problems/minimize-maximum-component-cost","3613. Minimize Maximum Component Cost","43.2%","Med."
"https://leetcode.com/problems/process-string-with-special-operations-ii","3614. Process String with Special Operations II","16.7%","Hard"
"https://leetcode.com/problems/longest-palindromic-path-in-graph","3615. Longest Palindromic Path in Graph","21.6%","Hard"
"https://leetcode.com/problems/number-of-student-replacements","3616. Number of Student Replacements","86.4%","Med."
"https://leetcode.com/problems/find-students-with-study-spiral-pattern","3617. Find Students with Study Spiral Pattern","26.5%","Hard"
"https://leetcode.com/problems/split-array-by-prime-indices","3618. Split Array by Prime Indices","49.2%","Med."
"https://leetcode.com/problems/count-islands-with-total-value-divisible-by-k","3619. Count Islands With Total Value Divisible by K","56.3%","Med."
"https://leetcode.com/problems/network-recovery-pathways","3620. Network Recovery Pathways","29.9%","Hard"
"https://leetcode.com/problems/number-of-integers-with-popcount-depth-equal-to-k-i","3621. Number of Integers With Popcount-Depth Equal to K I","21.8%","Hard"
"https://leetcode.com/problems/check-divisibility-by-digit-sum-and-product","3622. Check Divisibility by Digit Sum and Product","67.9%","Easy"
"https://leetcode.com/problems/count-number-of-trapezoids-i","3623. Count Number of Trapezoids I","47.4%","Med."
"https://leetcode.com/problems/number-of-integers-with-popcount-depth-equal-to-k-ii","3624. Number of Integers With Popcount-Depth Equal to K II","55.0%","Hard"
"https://leetcode.com/problems/count-number-of-trapezoids-ii","3625. Count Number of Trapezoids II","40.3%","Hard"
"https://leetcode.com/problems/find-stores-with-inventory-imbalance","3626. Find Stores with Inventory Imbalance","48.6%","Med."
"https://leetcode.com/problems/maximum-median-sum-of-subsequences-of-size-3","3627. Maximum Median Sum of Subsequences of Size 3","64.2%","Med."
"https://leetcode.com/problems/maximum-number-of-subsequences-after-one-inserting","3628. Maximum Number of Subsequences After One Inserting","29.3%","Med."
"https://leetcode.com/problems/minimum-jumps-to-reach-end-via-prime-teleportation","3629. Minimum Jumps to Reach End via Prime Teleportation","28.6%","Med."
"https://leetcode.com/problems/partition-array-for-maximum-xor-and-and","3630. Partition Array for Maximum XOR and AND","14.1%","Hard"
"https://leetcode.com/problems/sort-threats-by-severity-and-exploitability","3631. Sort Threats by Severity and Exploitability","70.3%","Med."
"https://leetcode.com/problems/subarrays-with-xor-at-least-k","3632. Subarrays with XOR at Least K","45.5%","Hard"
"https://leetcode.com/problems/earliest-finish-time-for-land-and-water-rides-i","3633. Earliest Finish Time for Land and Water Rides I","61.4%","Easy"
"https://leetcode.com/problems/minimum-removals-to-balance-array","3634. Minimum Removals to Balance Array","38.2%","Med."
"https://leetcode.com/problems/earliest-finish-time-for-land-and-water-rides-ii","3635. Earliest Finish Time for Land and Water Rides II","34.5%","Med."
"https://leetcode.com/problems/threshold-majority-queries","3636. Threshold Majority Queries","21.4%","Hard"
"https://leetcode.com/problems/trionic-array-i","3637. Trionic Array I","46.3%","Easy"
"https://leetcode.com/problems/maximum-balanced-shipments","3638. Maximum Balanced Shipments","59.9%","Med."
"https://leetcode.com/problems/minimum-time-to-activate-string","3639. Minimum Time to Activate String","46.5%","Med."
"https://leetcode.com/problems/trionic-array-ii","3640. Trionic Array II","26.1%","Hard"
"https://leetcode.com/problems/longest-semi-repeating-subarray","3641. Longest Semi-Repeating Subarray","67.0%","Med."
"https://leetcode.com/problems/find-books-with-polarized-opinions","3642. Find Books with Polarized Opinions","41.6%","Easy"
"https://leetcode.com/problems/flip-square-submatrix-vertically","3643. Flip Square Submatrix Vertically","71.8%","Easy"
"https://leetcode.com/problems/maximum-k-to-sort-a-permutation","3644. Maximum K to Sort a Permutation","34.9%","Med."
"https://leetcode.com/problems/maximum-total-from-optimal-activation-order","3645. Maximum Total from Optimal Activation Order","31.2%","Med."
"https://leetcode.com/problems/next-special-palindrome-number","3646. Next Special Palindrome Number","24.4%","Hard"
"https://leetcode.com/problems/maximum-weight-in-two-bags","3647. Maximum Weight in Two Bags","60.6%","Med."
"https://leetcode.com/problems/minimum-sensors-to-cover-grid","3648. Minimum Sensors to Cover Grid","68.6%","Med."
"https://leetcode.com/problems/number-of-perfect-pairs","3649. Number of Perfect Pairs","32.6%","Med."
"https://leetcode.com/problems/minimum-cost-path-with-edge-reversals","3650. Minimum Cost Path with Edge Reversals","47.2%","Med."
"https://leetcode.com/problems/minimum-cost-path-with-teleportations","3651. Minimum Cost Path with Teleportations","19.6%","Hard"
"https://leetcode.com/problems/best-time-to-buy-and-sell-stock-using-strategy","3652. Best Time to Buy and Sell Stock using Strategy","59.2%","Med."
"https://leetcode.com/problems/xor-after-range-multiplication-queries-i","3653. XOR After Range Multiplication Queries I","72.0%","Med."
"https://leetcode.com/problems/minimum-sum-after-divisible-sum-deletions","3654. Minimum Sum After Divisible Sum Deletions","43.6%","Med."
"https://leetcode.com/problems/xor-after-range-multiplication-queries-ii","3655. XOR After Range Multiplication Queries II","32.5%","Hard"
"https://leetcode.com/problems/determine-if-a-simple-graph-exists","3656. Determine if a Simple Graph Exists","49.1%","Med."
"https://leetcode.com/problems/find-loyal-customers","3657. Find Loyal Customers","61.8%","Med."
"https://leetcode.com/problems/gcd-of-odd-and-even-sums","3658. GCD of Odd and Even Sums","83.5%","Easy"
"https://leetcode.com/problems/partition-array-into-k-distinct-groups","3659. Partition Array Into K-Distinct Groups","45.1%","Med."
"https://leetcode.com/problems/jump-game-ix","3660. Jump Game IX","20.9%","Med."
"https://leetcode.com/problems/maximum-walls-destroyed-by-robots","3661. Maximum Walls Destroyed by Robots","21.5%","Hard"
"https://leetcode.com/problems/filter-characters-by-frequency","3662. Filter Characters by Frequency","87.0%","Easy"
"https://leetcode.com/problems/find-the-least-frequent-digit","3663. Find The Least Frequent Digit","69.7%","Easy"
"https://leetcode.com/problems/two-letter-card-game","3664. Two-Letter Card Game","11.9%","Med."
"https://leetcode.com/problems/twisted-mirror-path-count","3665. Twisted Mirror Path Count","47.9%","Med."
